_id,id,trip_id,schedule_relationship,route_id,direction_id,latitude,longitude,odometer,speed,current_stop_sequence,current_status,timestamp,stop_id
656c8b44cf3742cf5526e481,02155a60-ef99-420b-a797-6217f8c979cf,56bd45b9-ff55-4a77-acc6-5b076f7652e1,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,,44.400738,-79.65187,168199404.0,5.984923434,IN_TRANSIT_TO,1701612317,5b0864be-155e-4572-9afb-44a531f4b1da,2204
656c8b44cf3742cf5526e482,ec070f42-ab75-4a34-92cb-799220af7b95,d174d1b0-f9b6-4573-9cea-b7d54acf0fe7,SCHEDULED,187049e4-1fe7-4675-999b-2dc12139a97e,,44.369404,-79.69287,601037401.0,7.665057779,IN_TRANSIT_TO,1701612317,2b871fcf-99bc-4fa0-b176-4633a2bdb82a,1201
656c8b63cf3742cf5526e483,10f14661-f9c2-46c0-8f70-9a1e6cc5356c,d36a5aed-331b-4f71-9021-c0b93a68d33f,SCHEDULED,dab21f09-65f7-409e-a66b-5c9e31625d2a,,44.41443,-79.71089,19800599.0,8.3801153,IN_TRANSIT_TO,1701612347,3f5cfb29-a6a8-46fe-a8ea-605109c5ad38,2302
656c8b63cf3742cf5526e484,3f6631d0-bf40-448f-ab56-0b968ddaad17,aecd6920-d909-4f9b-9abd-975082fda027,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,1,44.364796,-79.660645,164691600.0,15.80765373,IN_TRANSIT_TO,1701612347,1ac5ab52-85b6-4f0e-a801-72eea8e02d0d,2202
656c8b63cf3742cf5526e485,cffa43f2-71f5-4c83-94a6-648a06bb1b40,1dd5ebd2-8dcd-4a3c-88e9-af4a6e334573,SCHEDULED,5d3a25c7-5554-4f06-87ca-992a7e8c4e7b,,44.348656,-79.66387,630792401.0,9.24851860,IN_TRANSIT_TO,1701612347,092f47cc-c518-499a-bf0d-783f39dcbafd,1403
656c8b63cf3742cf5526e486,e8ecf031-2670-4333-82b5-d2ca3a1ee244,797ad682-a88a-44f4-ab24-e2eb29113f89,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,,44.36401,-79.70664,497000301.0,8.78375869,IN_TRANSIT_TO,1701612347,991d229a-e6f2-4535-9a25-fcbf840c1cb5,1706
656c8b64cf3742cf5526e487,02155a60-ef99-420b-a797-6217f8c979cf,56bd45b9-ff55-4a77-acc6-5b076f7652e1,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,,44.40107,-79.655655,168199604.0,5.97797837,IN_TRANSIT_TO,1701612347,f5ba49a6-cd17-45a8-911a-b3b3f7537193,2204
656c8b64cf3742cf5526e488,ec070f42-ab75-4a34-92cb-799220af7b95,d174d1b0-f9b6-4573-9cea-b7d54acf0fe7,SCHEDULED,187049e4-1fe7-4675-999b-2dc12139a97e,,44.370106,-79.693054,601037501.0,5.23680881,IN_TRANSIT_TO,1701612347,25757062-1aab-43f2-9a25-dd1e8dee6f2d,1201
656c8b83cf3742cf5526e489,10f14661-f9c2-46c0-8f70-9a1e6cc5356c,d36a5aed-331b-4f71-9021-c0b93a68d33f,SCHEDULED,dab21f09-65f7-409e-a66b-5c9e31625d2a,,44.414177,-79.711426,19800699.0,3,IN_TRANSIT_TO,1701612377,3f5cfb29-a6a8-46fe-a8ea-605109c5ad38,2302
656c8b83cf3742cf5526e48a,3f6631d0-bf40-448f-ab56-0b968ddaad17,aecd6920-d909-4f9b-9abd-975082fda027,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,1,44.36154,-79.656586,164692100.0,13.60525574,IN_TRANSIT_TO,1701612377,154e218a-25ca-4fef-96d4-ae326234ea86,2202
656c8b83cf3742cf5526e48b,cffa43f2-71f5-4c83-94a6-648a06bb1b40,1dd5ebd2-8dcd-4a3c-88e9-af4a6e334573,SCHEDULED,5d3a25c7-5554-4f06-87ca-992a7e8c4e7b,,44.350277,-79.66427,630792601.0,12.75629860,IN_TRANSIT_TO,1701612377,092f47cc-c518-499a-bf0d-783f39dcbafd,1403
656c8b84cf3742cf5526e48c,e8ecf031-2670-4333-82b5-d2ca3a1ee244,797ad682-a88a-44f4-ab24-e2eb29113f89,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,,44.365406,-79.70759,497000501.0,13.70498669,IN_TRANSIT_TO,1701612377,991d229a-e6f2-4535-9a25-fcbf840c1cb5,1706
656c8b84cf3742cf5526e48d,02155a60-ef99-420b-a797-6217f8c979cf,56bd45b9-ff55-4a77-acc6-5b076f7652e1,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,,44.40305,-79.65549,168200004.0,10.89753838,IN_TRANSIT_TO,1701612377,cb488eab-703d-4221-89ec-f1c11ef506e8,2204
656c8b84cf3742cf5526e48e,ec070f42-ab75-4a34-92cb-799220af7b95,d174d1b0-f9b6-4573-9cea-b7d54acf0fe7,SCHEDULED,187049e4-1fe7-4675-999b-2dc12139a97e,,44.3717,-79.692215,601037701.0,12.19403181,IN_TRANSIT_TO,1701612377,25757062-1aab-43f2-9a25-dd1e8dee6f2d,1201
656c8ba3cf3742cf5526e48f,10f14661-f9c2-46c0-8f70-9a1e6cc5356c,d36a5aed-331b-4f71-9021-c0b93a68d33f,SCHEDULED,dab21f09-65f7-409e-a66b-5c9e31625d2a,,44.41417,-79.71145,19800699.0,0.62171643,IN_TRANSIT_TO,1701612407,3f5cfb29-a6a8-46fe-a8ea-605109c5ad38,2302
656c8ba3cf3742cf5526e490,3f6631d0-bf40-448f-ab56-0b968ddaad17,aecd6920-d909-4f9b-9abd-975082fda027,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,1,44.360962,-79.65588,164692200.0,74,IN_TRANSIT_TO,1701612407,154e218a-25ca-4fef-96d4-ae326234ea86,2202
656c8ba3cf3742cf5526e491,cffa43f2-71f5-4c83-94a6-648a06bb1b40,1dd5ebd2-8dcd-4a3c-88e9-af4a6e334573,SCHEDULED,5d3a25c7-5554-4f06-87ca-992a7e8c4e7b,,44.35306,-79.664925,630792901.0,0.620327460,IN_TRANSIT_TO,1701612407,092f47cc-c518-499a-bf0d-783f39dcbafd,1403
656c8ba4cf3742cf5526e492,e8ecf031-2670-4333-82b5-d2ca3a1ee244,797ad682-a88a-44f4-ab24-e2eb29113f89,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,,44.368748,-79.70846,497001001.0,0.312247269,IN_TRANSIT_TO,1701612407,991d229a-e6f2-4535-9a25-fcbf840c1cb5,1706
656c8ba4cf3742cf5526e493,02155a60-ef99-420b-a797-6217f8c979cf,56bd45b9-ff55-4a77-acc6-5b076f7652e1,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,,44.40391,-79.65528,168200104.0,38,IN_TRANSIT_TO,1701612407,cb488eab-703d-4221-89ec-f1c11ef506e8,2204
656c8ba4cf3742cf5526e494,ec070f42-ab75-4a34-92cb-799220af7b95,d174d1b0-f9b6-4573-9cea-b7d54acf0fe7,SCHEDULED,187049e4-1fe7-4675-999b-2dc12139a97e,,44.37352,-79.69089,601038001.0,81,IN_TRANSIT_TO,1701612407,25757062-1aab-43f2-9a25-dd1e8dee6f2d,1201
656c8bc3cf3742cf5526e495,10f14661-f9c2-46c0-8f70-9a1e6cc5356c,d36a5aed-331b-4f71-9021-c0b93a68d33f,SCHEDULED,dab21f09-65f7-409e-a66b-5c9e31625d2a,,44.41197,-79.71001,19800899.0,13.3638474,IN_TRANSIT_TO,1701612437,c27a4e6a-6677-4c90-ab3e-2acf3d283398,2302
656c8bc3cf3742cf5526e496,3f6631d0-bf40-448f-ab56-0b968ddaad17,aecd6920-d909-4f9b-9abd-975082fda027,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,1,44.359016,-79.65257,164692500.0,14.18974677,IN_TRANSIT_TO,1701612437,2c6d9807-9830-4d16-b821-d026acaec944,2202
656c8bc4cf3742cf5526e497,cffa43f2-71f5-4c83-94a6-648a06bb1b40,1dd5ebd2-8dcd-4a3c-88e9-af4a6e334573,SCHEDULED,5d3a25c7-5554-4f06-87ca-992a7e8c4e7b,,44.353485,-79.663445,630793101.0,0.60421561,IN_TRANSIT_TO,1701612437,42847a91-6350-40dd-8ff7-19ce124df689,1403
656c8bc4cf3742cf5526e498,e8ecf031-2670-4333-82b5-d2ca3a1ee244,797ad682-a88a-44f4-ab24-e2eb29113f89,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,,44.37047,-79.708824,497001201.0,5.02373569,IN_TRANSIT_TO,1701612437,991d229a-e6f2-4535-9a25-fcbf840c1cb5,1706
656c8bc4cf3742cf5526e499,02155a60-ef99-420b-a797-6217f8c979cf,56bd45b9-ff55-4a77-acc6-5b076f7652e1,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,,44.405277,-79.65503,168200204.0,5.99631339,IN_TRANSIT_TO,1701612437,ae4079ca-18d8-4e5e-8268-552360416347,2204
656c8bc5cf3742cf5526e49a,ec070f42-ab75-4a34-92cb-799220af7b95,d174d1b0-f9b6-4573-9cea-b7d54acf0fe7,SCHEDULED,187049e4-1fe7-4675-999b-2dc12139a97e,,44.37444,-79.6903,601038101.0,4.844276481,IN_TRANSIT_TO,1701612437,25757062-1aab-43f2-9a25-dd1e8dee6f2d,1201
656c8be4cf3742cf5526e49b,10f14661-f9c2-46c0-8f70-9a1e6cc5356c,d36a5aed-331b-4f71-9021-c0b93a68d33f,SCHEDULED,dab21f09-65f7-409e-a66b-5c9e31625d2a,,44.410053,-79.70832,19801199.0,4,IN_TRANSIT_TO,1701612467,c27a4e6a-6677-4c90-ab3e-2acf3d283398,2302
656c8be4cf3742cf5526e49c,3f6631d0-bf40-448f-ab56-0b968ddaad17,aecd6920-d909-4f9b-9abd-975082fda027,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,1,44.357323,-79.64912,164692800.0,15.12482179,IN_TRANSIT_TO,1701612467,d164a4a9-3a89-4f9a-8abf-ea2f2c5f12b9,2202
656c8be4cf3742cf5526e49d,cffa43f2-71f5-4c83-94a6-648a06bb1b40,1dd5ebd2-8dcd-4a3c-88e9-af4a6e334573,SCHEDULED,5d3a25c7-5554-4f06-87ca-992a7e8c4e7b,,44.35378,-79.662155,630793201.0,61,IN_TRANSIT_TO,1701612467,42847a91-6350-40dd-8ff7-19ce124df689,1403
656c8be4cf3742cf5526e49e,e8ecf031-2670-4333-82b5-d2ca3a1ee244,797ad682-a88a-44f4-ab24-e2eb29113f89,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,,44.371357,-79.70488,497001301.0,14.86452269,IN_TRANSIT_TO,1701612467,991d229a-e6f2-4535-9a25-fcbf840c1cb5,1706
656c8be5cf3742cf5526e49f,02155a60-ef99-420b-a797-6217f8c979cf,56bd45b9-ff55-4a77-acc6-5b076f7652e1,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,,44.406998,-79.654686,168200404.0,39,IN_TRANSIT_TO,1701612467,ae4079ca-18d8-4e5e-8268-552360416347,2204
656c8be5cf3742cf5526e4a0,ec070f42-ab75-4a34-92cb-799220af7b95,d174d1b0-f9b6-4573-9cea-b7d54acf0fe7,SCHEDULED,187049e4-1fe7-4675-999b-2dc12139a97e,,44.376217,-79.69262,601038301.0,11.55759189,IN_TRANSIT_TO,1701612467,87816bb0-0cdc-4bcf-9222-bb200d71ffc3,1201
656c8c04cf3742cf5526e4a1,10f14661-f9c2-46c0-8f70-9a1e6cc5356c,d36a5aed-331b-4f71-9021-c0b93a68d33f,SCHEDULED,dab21f09-65f7-409e-a66b-5c9e31625d2a,,44.40998,-79.70827,19801299.0,4,IN_TRANSIT_TO,1701612497,c27a4e6a-6677-4c90-ab3e-2acf3d283398,2302
656c8c04cf3742cf5526e4a2,3f6631d0-bf40-448f-ab56-0b968ddaad17,aecd6920-d909-4f9b-9abd-975082fda027,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,1,44.356483,-79.64693,164693100.0,79,IN_TRANSIT_TO,1701612497,d164a4a9-3a89-4f9a-8abf-ea2f2c5f12b9,2202
656c8c04cf3742cf5526e4a3,cffa43f2-71f5-4c83-94a6-648a06bb1b40,1dd5ebd2-8dcd-4a3c-88e9-af4a6e334573,SCHEDULED,5d3a25c7-5554-4f06-87ca-992a7e8c4e7b,,44.35378,-79.662155,630793201.0,61,IN_TRANSIT_TO,1701612497,42847a91-6350-40dd-8ff7-19ce124df689,1403
656c8c05cf3742cf5526e4a4,e8ecf031-2670-4333-82b5-d2ca3a1ee244,797ad682-a88a-44f4-ab24-e2eb29113f89,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,,44.37235,-79.700424,497001901.0,0.66533169,IN_TRANSIT_TO,1701612497,991d229a-e6f2-4535-9a25-fcbf840c1cb5,1706
656c8c05cf3742cf5526e4a5,02155a60-ef99-420b-a797-6217f8c979cf,56bd45b9-ff55-4a77-acc6-5b076f7652e1,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,,44.407482,-79.65461,168200404.0,10.11358639,IN_TRANSIT_TO,1701612497,ae4079ca-18d8-4e5e-8268-552360416347,2204
656c8c05cf3742cf5526e4a6,ec070f42-ab75-4a34-92cb-799220af7b95,d174d1b0-f9b6-4573-9cea-b7d54acf0fe7,SCHEDULED,187049e4-1fe7-4675-999b-2dc12139a97e,,44.379566,-79.69355,601038701.0,13.18438893,IN_TRANSIT_TO,1701612497,fc7e1d29-16cc-4d75-a202-2ee60c40e80b,1201
656c8c24cf3742cf5526e4a7,9dda6717-2cd3-4948-af93-aa2038f8491d,6840bd29-e698-4779-ac33-4309f20c91f5,SCHEDULED,2f25917d-c126-4b61-9bca-111f77e30506,,44.34862,-79.63804,173715497.0,4.957063,STOPPED_AT,1701612557,9cc43781-1165-4a97-8e6d-e804fd448357,2203
656c8c24cf3742cf5526e4a8,10f14661-f9c2-46c0-8f70-9a1e6cc5356c,d36a5aed-331b-4f71-9021-c0b93a68d33f,SCHEDULED,dab21f09-65f7-409e-a66b-5c9e31625d2a,,44.408226,-79.70678,19801499.0,5,IN_TRANSIT_TO,1701612557,b0a1399e-939a-4415-ba20-8b9406e3c1d2,2302
656c8c24cf3742cf5526e4a9,3f6631d0-bf40-448f-ab56-0b968ddaad17,aecd6920-d909-4f9b-9abd-975082fda027,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,1,44.35459,-79.64162,164693600.0,4.715099381,IN_TRANSIT_TO,1701612557,47639f57-eb1d-4119-b3da-37774d62b03e,2202
656c8c25cf3742cf5526e4aa,cffa43f2-71f5-4c83-94a6-648a06bb1b40,1dd5ebd2-8dcd-4a3c-88e9-af4a6e334573,SCHEDULED,5d3a25c7-5554-4f06-87ca-992a7e8c4e7b,,44.35445,-79.65916,630793501.0,62,IN_TRANSIT_TO,1701612557,cc43d774-3a99-4195-82a8-b5f5568f61c8,1403
656c8c25cf3742cf5526e4ab,e8ecf031-2670-4333-82b5-d2ca3a1ee244,797ad682-a88a-44f4-ab24-e2eb29113f89,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,,44.371494,-79.69678,497002201.0,12.0476369,IN_TRANSIT_TO,1701612557,991d229a-e6f2-4535-9a25-fcbf840c1cb5,1706
656c8c25cf3742cf5526e4ac,02155a60-ef99-420b-a797-6217f8c979cf,56bd45b9-ff55-4a77-acc6-5b076f7652e1,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,,44.411705,-79.65379,168200904.0,2.91551140,IN_TRANSIT_TO,1701612557,133ecb18-9163-4fb0-b319-68b209cd729d,2204
656c8c25cf3742cf5526e4ad,ec070f42-ab75-4a34-92cb-799220af7b95,d174d1b0-f9b6-4573-9cea-b7d54acf0fe7,SCHEDULED,187049e4-1fe7-4675-999b-2dc12139a97e,,44.38133,-79.696075,601039101.0,6.409679493,IN_TRANSIT_TO,1701612557,fc7e1d29-16cc-4d75-a202-2ee60c40e80b,1201
656c8c44cf3742cf5526e4ae,9dda6717-2cd3-4948-af93-aa2038f8491d,6840bd29-e698-4779-ac33-4309f20c91f5,SCHEDULED,2f25917d-c126-4b61-9bca-111f77e30506,,44.3494,-79.635,173715697.0,12.09957914,IN_TRANSIT_TO,1701612587,6732e3cb-7057-49f6-84c9-26d84c633847,2203
656c8c44cf3742cf5526e4af,10f14661-f9c2-46c0-8f70-9a1e6cc5356c,d36a5aed-331b-4f71-9021-c0b93a68d33f,SCHEDULED,dab21f09-65f7-409e-a66b-5c9e31625d2a,,44.40656,-79.7053,19801699.0,10.4019436,IN_TRANSIT_TO,1701612587,f8003ad6-8d14-4ba4-9fd2-f37f7ef43e1f,2302
656c8c45cf3742cf5526e4b0,3f6631d0-bf40-448f-ab56-0b968ddaad17,aecd6920-d909-4f9b-9abd-975082fda027,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,1,44.352924,-79.6369,164693900.0,9.72800182,IN_TRANSIT_TO,1701612587,8fac49b7-ecd2-492a-a690-34f3d052976a,2202
656c8c45cf3742cf5526e4b1,cffa43f2-71f5-4c83-94a6-648a06bb1b40,1dd5ebd2-8dcd-4a3c-88e9-af4a6e334573,SCHEDULED,5d3a25c7-5554-4f06-87ca-992a7e8c4e7b,,44.354935,-79.65712,630793601.0,12.1309763,IN_TRANSIT_TO,1701612587,3b1d3d03-88a6-454d-a644-ff467c37fede,1403
656c8c45cf3742cf5526e4b2,e8ecf031-2670-4333-82b5-d2ca3a1ee244,797ad682-a88a-44f4-ab24-e2eb29113f89,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,,44.368427,-79.69528,497002501.0,9.6168869,IN_TRANSIT_TO,1701612587,991d229a-e6f2-4535-9a25-fcbf840c1cb5,1706
656c8c45cf3742cf5526e4b3,02155a60-ef99-420b-a797-6217f8c979cf,56bd45b9-ff55-4a77-acc6-5b076f7652e1,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,,44.411724,-79.653786,168200904.0,40,IN_TRANSIT_TO,1701612587,133ecb18-9163-4fb0-b319-68b209cd729d,2204
656c8c46cf3742cf5526e4b4,ec070f42-ab75-4a34-92cb-799220af7b95,d174d1b0-f9b6-4573-9cea-b7d54acf0fe7,SCHEDULED,187049e4-1fe7-4675-999b-2dc12139a97e,,44.381454,-79.696686,601039201.0,93,IN_TRANSIT_TO,1701612587,fc7e1d29-16cc-4d75-a202-2ee60c40e80b,1201
656c8c65cf3742cf5526e4b5,9dda6717-2cd3-4948-af93-aa2038f8491d,6840bd29-e698-4779-ac33-4309f20c91f5,SCHEDULED,2f25917d-c126-4b61-9bca-111f77e30506,,44.35158,-79.63296,173716097.0,4.939006314,IN_TRANSIT_TO,1701612617,6732e3cb-7057-49f6-84c9-26d84c633847,2203
656c8c65cf3742cf5526e4b6,10f14661-f9c2-46c0-8f70-9a1e6cc5356c,d36a5aed-331b-4f71-9021-c0b93a68d33f,SCHEDULED,dab21f09-65f7-409e-a66b-5c9e31625d2a,,44.405865,-79.7047,19801799.0,0.28835646,IN_TRANSIT_TO,1701612617,f8003ad6-8d14-4ba4-9fd2-f37f7ef43e1f,2302
656c8c65cf3742cf5526e4b7,3f6631d0-bf40-448f-ab56-0b968ddaad17,aecd6920-d909-4f9b-9abd-975082fda027,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,1,44.35237,-79.63536,164694100.0,13.17855583,IN_TRANSIT_TO,1701612617,fd94feda-685e-4e41-85e9-d81ec99a16d2,2202
656c8c65cf3742cf5526e4b8,cffa43f2-71f5-4c83-94a6-648a06bb1b40,1dd5ebd2-8dcd-4a3c-88e9-af4a6e334573,SCHEDULED,5d3a25c7-5554-4f06-87ca-992a7e8c4e7b,,44.355972,-79.652466,630794001.0,12.67768165,IN_TRANSIT_TO,1701612617,ecb6a5f8-bcb1-4e7c-b0ff-215c28c02600,1403
656c8c66cf3742cf5526e4b9,e8ecf031-2670-4333-82b5-d2ca3a1ee244,797ad682-a88a-44f4-ab24-e2eb29113f89,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,,44.370586,-79.693016,497002801.0,13.90666875,IN_TRANSIT_TO,1701612617,d531398c-fda9-4569-a0de-d0c9dda6da77,1706
656c8c66cf3742cf5526e4ba,02155a60-ef99-420b-a797-6217f8c979cf,56bd45b9-ff55-4a77-acc6-5b076f7652e1,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,,44.41273,-79.65364,168201004.0,12.15847342,IN_TRANSIT_TO,1701612617,0d28db16-f3be-4306-9141-457722b2582c,2204
656c8c66cf3742cf5526e4bb,ec070f42-ab75-4a34-92cb-799220af7b95,d174d1b0-f9b6-4573-9cea-b7d54acf0fe7,SCHEDULED,187049e4-1fe7-4675-999b-2dc12139a97e,,44.38321,-79.69712,601039301.0,12.09957995,IN_TRANSIT_TO,1701612617,d23598f5-1b48-47cb-9ac2-9b72c6ef948b,1201
656c8c85cf3742cf5526e4bc,9dda6717-2cd3-4948-af93-aa2038f8491d,6840bd29-e698-4779-ac33-4309f20c91f5,SCHEDULED,2f25917d-c126-4b61-9bca-111f77e30506,,44.350742,-79.629684,173716397.0,7.76534314,IN_TRANSIT_TO,1701612647,6732e3cb-7057-49f6-84c9-26d84c633847,2203
656c8c85cf3742cf5526e4bd,10f14661-f9c2-46c0-8f70-9a1e6cc5356c,d36a5aed-331b-4f71-9021-c0b93a68d33f,SCHEDULED,dab21f09-65f7-409e-a66b-5c9e31625d2a,,44.405567,-79.7044,19801799.0,9.9699647,IN_TRANSIT_TO,1701612647,a8da527e-4367-41fe-87a8-bf91203574cb,2302
656c8c85cf3742cf5526e4be,3f6631d0-bf40-448f-ab56-0b968ddaad17,aecd6920-d909-4f9b-9abd-975082fda027,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,1,44.350647,-79.63049,164694500.0,12.72879688,IN_TRANSIT_TO,1701612647,9cc43781-1165-4a97-8e6d-e804fd448357,2202
656c8c86cf3742cf5526e4bf,cffa43f2-71f5-4c83-94a6-648a06bb1b40,1dd5ebd2-8dcd-4a3c-88e9-af4a6e334573,SCHEDULED,5d3a25c7-5554-4f06-87ca-992a7e8c4e7b,,44.356644,-79.64932,630794201.0,11.69843665,IN_TRANSIT_TO,1701612647,ecb6a5f8-bcb1-4e7c-b0ff-215c28c02600,1403
656c8c86cf3742cf5526e4c0,e8ecf031-2670-4333-82b5-d2ca3a1ee244,797ad682-a88a-44f4-ab24-e2eb29113f89,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,,44.37353,-79.6909,497003301.0,4.28339876,IN_TRANSIT_TO,1701612647,25757062-1aab-43f2-9a25-dd1e8dee6f2d,1706
656c8c86cf3742cf5526e4c1,02155a60-ef99-420b-a797-6217f8c979cf,56bd45b9-ff55-4a77-acc6-5b076f7652e1,SCHEDULED,1615e5c0-3157-4f13-9e78-011638725e02,,44.415314,-79.65333,168201304.0,42,IN_TRANSIT_TO,1701612647,0d28db16-f3be-4306-9141-457722b2582c,2204
656c8c86cf3742cf5526e4c2,ec070f42-ab75-4a34-92cb-799220af7b95,d174d1b0-f9b6-4573-9cea-b7d54acf0fe7,SCHEDULED,187049e4-1fe7-4675-999b-2dc12139a97e,,44.38427,-79.69799,601039601.0,4.922338106,IN_TRANSIT_TO,1701612647,43c0ce97-c9cf-4313-a22c-6e089e8b978d,1201
656c8ca5cf3742cf5526e4c3,9dda6717-2cd3-4948-af93-aa2038f8491d,6840bd29-e698-4779-ac33-4309f20c91f5,SCHEDULED,2f25917d-c126-4b61-9bca-111f77e30506,,44.351006,-79.62785,173716597.0,5.17402514,IN_TRANSIT_TO,1701612677,6732e3cb-7057-49f6-84c9-26d84c633847,2203
656c8ca6cf3742cf5526e4c4,10f14661-f9c2-46c0-8f70-9a1e6cc5356c,d36a5aed-331b-4f71-9021-c0b93a68d33f,SCHEDULED,dab21f09-65f7-409e-a66b-5c9e31625d2a,,44.403126,-79.70221,19802099.0,7.95285847,IN_TRANSIT_TO,1701612677,a8da527e-4367-41fe-87a8-bf91203574cb,2302
